Business Year,State,Insurer ID,Price Gap,Price Gap (Previous Year),Market Share (%),Market Share (%) (Previous Year),Medicaid Expansion Impact,Medicaid Expansion Impact (Previous Year),Plan Count,Plan Count (Previous Year),Market Exit
2024,Tennessee,22384,-4,-4,0.003813155,0.002572347,0,0,4,4,0
2025,Tennessee,22384,-4,-4,0.004790419,0.003813155,0,0,4,4,0
2023,Tennessee,23552,-4,,0.064308682,,0,,100,,0
2024,Tennessee,23552,-4,-4,0.06577693,0.064308682,0,0,69,100,0
2025,Tennessee,23552,-4,-4,0.073053892,0.06577693,0,0,61,69,0
2023,Tennessee,24601,-4,,0.005144695,,0,,8,,0
2024,Tennessee,24601,-4,-4,0.007626311,0.005144695,0,0,8,8,0
2025,Tennessee,24601,-4,-4,0.009580838,0.007626311,0,0,8,8,0
2023,Tennessee,28398,-4,,0.002572347,,0,,4,,0
2024,Tennessee,28398,-4,-4,0.003813155,0.002572347,0,0,4,4,0
2025,Tennessee,28398,-4,-4,0.007185629,0.003813155,0,0,6,4,0
2025,Tennessee,29854,-4,,0.053892216,,0,,45,,0
2023,Tennessee,31663,-4,,0.030868167,,0,,48,,0
2024,Tennessee,31663,-4,-4,0.035271687,0.030868167,0,0,37,48,1
2023,Tennessee,38886,-4,,0.006430868,,0,,10,,0
2024,Tennessee,38886,-4,-4,0.009532888,0.006430868,0,0,10,10,1
2023,Tennessee,43878,-4,,0.003858521,,0,,6,,0
2024,Tennessee,43878,-4,-4,0.005719733,0.003858521,0,0,6,6,0
2025,Tennessee,43878,-4,-4,0.007185629,0.005719733,0,0,6,6,0
2023,Tennessee,69443,-4,,0.052733119,,0,,82,,0
2024,Tennessee,69443,-4,-4,0.063870353,0.052733119,0,0,67,82,0
2025,Tennessee,69443,-4,-4,0.074251497,0.063870353,0,0,62,67,0
2023,Tennessee,70111,-4,,0.11511254,,0,,179,,0
2024,Tennessee,70111,-4,-4,0.156339371,0.11511254,0,0,164,179,0
2025,Tennessee,70111,-4,-4,0.116167665,0.156339371,0,0,97,164,0
2023,Tennessee,82120,-4,,0.003858521,,0,,6,,0
2024,Tennessee,82120,-4,-4,0.005719733,0.003858521,0,0,6,6,0
2025,Tennessee,82120,-4,-4,0.007185629,0.005719733,0,0,6,6,0
2023,Tennessee,90402,-4,,0.005144695,,0,,8,,0
2024,Tennessee,90402,-4,-4,0.007626311,0.005144695,0,0,8,8,0
2025,Tennessee,90402,-4,-4,0.009580838,0.007626311,0,0,8,8,0
2023,Tennessee,97536,-4,,0.002572347,,0,,4,,0
2024,Tennessee,97536,-4,-4,0.003813155,0.002572347,0,0,4,4,0
2025,Tennessee,97536,-4,-4,0.004790419,0.003813155,0,0,4,4,0
2023,Tennessee,99248,-4,,0.064308682,,0,,100,,0
2024,Tennessee,99248,-4,-4,0.062917064,0.064308682,0,0,66,100,0
2025,Tennessee,99248,-4,-4,0.05988024,0.062917064,0,0,50,66,0
2026,Tennessee,,-4,,,,0,,0,,0
2025,Texas,11718,-10,,0.006330449,,0,,30,,0
2023,Texas,12846,-10,,0.002089864,,0,,10,,0
2024,Texas,12846,-10,-10,0.002153316,0.002089864,0,0,10,10,0
2025,Texas,12846,-10,-10,0.00211015,0.002153316,0,0,10,10,0
2023,Texas,17933,-10,,0.008777429,,0,,42,,0
2024,Texas,17933,-10,-10,0.011197244,0.008777429,0,0,52,42,0
2025,Texas,17933,-10,-10,0.010972779,0.011197244,0,0,52,52,0
2023,Texas,18636,-10,,0.002089864,,0,,10,,0
2024,Texas,18636,-10,-10,0.002153316,0.002089864,0,0,10,10,1
2023,Texas,20069,-10,,0.035527691,,0,,170,,0
2024,Texas,20069,-10,-10,0.022609819,0.035527691,0,0,105,170,0
2025,Texas,20069,-10,-10,0.078919603,0.022609819,0,0,374,105,0
2023,Texas,23891,-10,,0.000835946,,0,,4,,0
2024,Texas,23891,-10,-10,0.000861326,0.000835946,0,0,4,4,0
2025,Texas,23891,-10,-10,0.00084406,0.000861326,0,0,4,4,0
2023,Texas,24349,-10,,0.001044932,,0,,5,,0
2024,Texas,24349,-10,-10,0.001076658,0.001044932,0,0,5,5,0
2025,Texas,24349,-10,-10,0.001055075,0.001076658,0,0,5,5,0
2023,Texas,26250,-10,,0.000417973,,0,,2,,0
2024,Texas,26250,-10,-10,0.000430663,0.000417973,0,0,2,2,0
2025,Texas,26250,-10,-10,0.00042203,0.000430663,0,0,2,2,0
2023,Texas,26539,-10,,0.009404389,,0,,45,,1
2023,Texas,27248,-10,,0.01400209,,0,,67,,0
2024,Texas,27248,-10,-10,0.013565891,0.01400209,0,0,63,67,0
2025,Texas,27248,-10,-10,0.009495674,0.013565891,0,0,45,63,0
2023,Texas,29418,-10,,0.016091954,,0,,77,,0
2024,Texas,29418,-10,-10,0.018949182,0.016091954,0,0,88,77,0
2025,Texas,29418,-10,-10,0.012449884,0.018949182,0,0,59,88,0
2023,Texas,33602,-10,,0.57492163,,0,,2751,,0
2024,Texas,33602,-10,-10,0.612403101,0.57492163,0,0,2844,2751,0
2025,Texas,33602,-10,-10,0.555180418,0.612403101,0,0,2631,2844,0
2023,Texas,33626,-10,,0.000417973,,0,,2,,0
2024,Texas,33626,-10,-10,0.000430663,0.000417973,0,0,2,2,0
2025,Texas,33626,-10,-10,0.00042203,0.000430663,0,0,2,2,0
2023,Texas,34826,-10,,0.006269592,,0,,30,,0
2024,Texas,34826,-10,-10,0.007321275,0.006269592,0,0,34,30,0
2025,Texas,34826,-10,-10,0.007174509,0.007321275,0,0,34,34,0
2023,Texas,40220,-10,,0.019435737,,0,,93,,0
2024,Texas,40220,-10,-10,0.021748493,0.019435737,0,0,101,93,0
2025,Texas,40220,-10,-10,0.017303229,0.021748493,0,0,82,101,0
2023,Texas,40540,-10,,0.002089864,,0,,10,,0
2024,Texas,40540,-10,-10,0.002153316,0.002089864,0,0,10,10,0
2025,Texas,40540,-10,-10,0.00211015,0.002153316,0,0,10,10,0
2023,Texas,40788,-10,,0.009404389,,0,,45,,0
2024,Texas,40788,-10,-10,0.009689922,0.009404389,0,0,45,45,0
2025,Texas,40788,-10,-10,0.009495674,0.009689922,0,0,45,45,0
2023,Texas,45786,-10,,0.008359457,,0,,40,,0
2024,Texas,45786,-10,-10,0.010120586,0.008359457,0,0,47,40,0
2025,Texas,45786,-10,-10,0.009284659,0.010120586,0,0,44,47,0
2025,Texas,47501,-10,,0.021734543,,0,,103,,0
2023,Texas,47665,-10,,0.001671891,,0,,8,,0
2024,Texas,47665,-10,-10,0.001722653,0.001671891,0,0,8,8,0
2025,Texas,47665,-10,-10,0.00168812,0.001722653,0,0,8,8,0
2023,Texas,48364,-10,,0.000208986,,0,,1,,0
2024,Texas,48364,-10,-10,0.000215332,0.000208986,0,0,1,1,0
2025,Texas,48364,-10,-10,0.000211015,0.000215332,0,0,1,1,0
2023,Texas,53108,-10,,0.000417973,,0,,2,,1
2023,Texas,57125,-10,,0.010031348,,0,,48,,0
2024,Texas,57125,-10,-10,0.00796727,0.010031348,0,0,37,48,1
2023,Texas,58609,-10,,0.001253918,,0,,6,,0
2024,Texas,58609,-10,-10,0.00129199,0.001253918,0,0,6,6,0
2025,Texas,58609,-10,-10,0.00126609,0.00129199,0,0,6,6,0
2023,Texas,58840,-10,,0.058934169,,0,,282,,0
2024,Texas,58840,-10,-10,0.080964686,0.058934169,0,0,376,282,0
2025,Texas,58840,-10,-10,0.013926989,0.080964686,0,0,66,376,0
2023,Texas,61315,-10,,0.000835946,,0,,4,,0
2024,Texas,61315,-10,-10,0.000861326,0.000835946,0,0,4,4,0
2025,Texas,61315,-10,-10,0.00126609,0.000861326,0,0,6,4,0
2023,Texas,63141,-10,,0.001253918,,0,,6,,0
2024,Texas,63141,-10,-10,0.00129199,0.001253918,0,0,6,6,0
2025,Texas,63141,-10,-10,0.00126609,0.00129199,0,0,6,6,0
2023,Texas,63251,-10,,0.004597701,,0,,22,,0
2024,Texas,63251,-10,-10,0.004737295,0.004597701,0,0,22,22,0
2025,Texas,63251,-10,-10,0.00464233,0.004737295,0,0,22,22,0
2023,Texas,66252,-10,,0.144200627,,0,,690,,0
2024,Texas,66252,-10,-10,0.101205857,0.144200627,0,0,470,690,0
2025,Texas,66252,-10,-10,0.162481536,0.101205857,0,0,770,470,0
2023,Texas,71837,-10,,0.008777429,,0,,42,,0
2024,Texas,71837,-10,-10,0.011197244,0.008777429,0,0,52,42,0
2025,Texas,71837,-10,-10,0.007807554,0.011197244,0,0,37,52,0
2023,Texas,76589,-10,,0.020062696,,0,,96,,0
2024,Texas,76589,-10,-10,0.014427218,0.020062696,0,0,67,96,0
2025,Texas,76589,-10,-10,0.022367588,0.014427218,0,0,106,67,0
2023,Texas,87226,-10,,0.034691745,,0,,166,,0
2024,Texas,87226,-10,-10,0.035745047,0.034691745,0,0,166,166,0
2025,Texas,87226,-10,-10,0.036294577,0.035745047,0,0,172,166,0
2023,Texas,90453,-10,,0.000208986,,0,,1,,1
2023,Texas,91476,-10,,0.001044932,,0,,5,,0
2024,Texas,91476,-10,-10,0.001076658,0.001044932,0,0,5,5,0
2025,Texas,91476,-10,-10,0.001055075,0.001076658,0,0,5,5,0
2023,Texas,92388,-10,,0.000208986,,0,,1,,0
2024,Texas,92388,-10,-10,0.000215332,0.000208986,0,0,1,1,0
2025,Texas,92388,-10,-10,0.000211015,0.000215332,0,0,1,1,0
2024,Texas,98809,-10,,0.000215332,,0,,1,,0
2025,Texas,98809,-10,-10,0.000211015,0.000215332,0,0,1,1,0
2023,Texas,98899,-10,,0.000417973,,0,,2,,1
2026,Texas,,-10,,,,0,,0,,0
2023,Utah,14948,-26,,0.005555556,,0.195714523,,3,,0
2024,Utah,14948,-26,-26,0.00625,0.005555556,0.195714523,0.195714523,3,3,0
2025,Utah,14948,-26,-26,0.007672634,0.00625,0.195714523,0.195714523,3,3,0
2023,Utah,18167,-26,,0.061111111,,0.195714523,,33,,0
2024,Utah,18167,-26,-26,0.083333333,0.061111111,0.195714523,0.195714523,40,33,0
2025,Utah,18167,-26,-26,0.10230179,0.083333333,0.195714523,0.195714523,40,40,0
2023,Utah,22013,-26,,0.124074074,,0.195714523,,67,,0
2024,Utah,22013,-26,-26,0.147916667,0.124074074,0.195714523,0.195714523,71,67,0
2025,Utah,22013,-26,-26,0.143222506,0.147916667,0.195714523,0.195714523,56,71,0
2023,Utah,34028,-26,,0.011111111,,0.195714523,,6,,0
2024,Utah,34028,-26,-26,0.0125,0.011111111,0.195714523,0.195714523,6,6,0
2025,Utah,34028,-26,-26,0.015345269,0.0125,0.195714523,0.195714523,6,6,0
2023,Utah,34541,-26,,0.035185185,,0.195714523,,19,,0
2024,Utah,34541,-26,-26,0.03125,0.035185185,0.195714523,0.195714523,15,19,0
2025,Utah,34541,-26,-26,0.038363171,0.03125,0.195714523,0.195714523,15,15,0
2024,Utah,38927,-26,,0.1,,0.195714523,,48,,0
2025,Utah,38927,-26,-26,0.115089514,0.1,0.195714523,0.195714523,45,48,0
2023,Utah,40335,-26,,0.011111111,,0.195714523,,6,,0
2024,Utah,40335,-26,-26,0.0125,0.011111111,0.195714523,0.195714523,6,6,0
2025,Utah,40335,-26,-26,0.015345269,0.0125,0.195714523,0.195714523,6,6,0
2023,Utah,42261,-26,,0.140740741,,0.195714523,,76,,0
2024,Utah,42261,-26,-26,0.15,0.140740741,0.195714523,0.195714523,72,76,0
2025,Utah,42261,-26,-26,0.153452685,0.15,0.195714523,0.195714523,60,72,0
2023,Utah,42757,-26,,0.014814815,,0.195714523,,8,,0
2024,Utah,42757,-26,-26,0.016666667,0.014814815,0.195714523,0.195714523,8,8,0
2025,Utah,42757,-26,-26,0.020460358,0.016666667,0.195714523,0.195714523,8,8,0
2023,Utah,46958,-26,,0.003703704,,0.195714523,,2,,0
2024,Utah,46958,-26,-26,0.004166667,0.003703704,0.195714523,0.195714523,2,2,0
2025,Utah,46958,-26,-26,0.00511509,0.004166667,0.195714523,0.195714523,2,2,0
2023,Utah,61558,-26,,0.011111111,,0.195714523,,6,,0
2024,Utah,61558,-26,-26,0.0125,0.011111111,0.195714523,0.195714523,6,6,0
2025,Utah,61558,-26,-26,0.015345269,0.0125,0.195714523,0.195714523,6,6,0
2023,Utah,68781,-26,,0.409259259,,0.195714523,,221,,0
2024,Utah,68781,-26,-26,0.252083333,0.409259259,0.195714523,0.195714523,121,221,0
2025,Utah,68781,-26,-26,0.268542199,0.252083333,0.195714523,0.195714523,105,121,0
2023,Utah,71246,-26,,0.005555556,,0.195714523,,3,,0
2024,Utah,71246,-26,-26,0.00625,0.005555556,0.195714523,0.195714523,3,3,0
2025,Utah,71246,-26,-26,0.007672634,0.00625,0.195714523,0.195714523,3,3,0
2023,Utah,81808,-26,,0.151851852,,0.195714523,,82,,0
2024,Utah,81808,-26,-26,0.09375,0.151851852,0.195714523,0.195714523,45,82,1
2023,Utah,87169,-26,,0.014814815,,0.195714523,,8,,0
2024,Utah,87169,-26,-26,0.016666667,0.014814815,0.195714523,0.195714523,8,8,0
2025,Utah,87169,-26,-26,0.020460358,0.016666667,0.195714523,0.195714523,8,8,0
2025,Utah,97462,-26,,0.00511509,,0.195714523,,2,,0
2024,Utah,98113,-26,,0.054166667,,0.195714523,,26,,0
2025,Utah,98113,-26,-26,0.066496164,0.054166667,0.195714523,0.195714523,26,26,0
2026,Utah,,-26,,,,0.195714523,,0,,0
2023,Vermont,,-10,,,,1.863915769,,0,,1
2024,Vermont,,-10,,,,1.863915769,,0,,1
2025,Vermont,,-10,,,,1.863915769,,0,,0
2026,Vermont,,-10,,,,1.863915769,,0,,0
2023,Virginia,10207,0,,0.036275695,,1.618804905,,30,,1
2023,Virginia,16064,0,,0.006045949,,1.618804905,,5,,1
2023,Virginia,20507,0,,0.054413543,,1.618804905,,45,,1
2023,Virginia,24251,0,,0.082224909,,1.618804905,,68,,1
2023,Virginia,24832,0,,0.006045949,,1.618804905,,5,,1
2023,Virginia,25922,0,,0.120918984,,1.618804905,,100,,1
2023,Virginia,31319,0,,0.00241838,,1.618804905,,2,,1
2023,Virginia,37204,0,,0.027811366,,1.618804905,,23,,1
2023,Virginia,38234,0,,0.053204353,,1.618804905,,44,,1
2023,Virginia,40198,0,,0.009673519,,1.618804905,,8,,1
2023,Virginia,40308,0,,0.033857316,,1.618804905,,28,,1
2023,Virginia,41921,0,,0.123337364,,1.618804905,,102,,1
2023,Virginia,42808,0,,0.009673519,,1.618804905,,8,,1
2023,Virginia,54965,0,,0.029020556,,1.618804905,,24,,1
2023,Virginia,69103,0,,0.012091898,,1.618804905,,10,,1
2023,Virginia,86443,0,,0.058041112,,1.618804905,,48,,1
2023,Virginia,88380,0,,0.07980653,,1.618804905,,66,,1
2023,Virginia,93187,0,,0.116082225,,1.618804905,,96,,1
2023,Virginia,95185,0,,0.136638452,,1.618804905,,113,,1
2023,Virginia,97762,0,,0.00241838,,1.618804905,,2,,1
2024,Virginia,,0,,,,1.618804905,,0,,1
2025,Virginia,,0,,,,1.618804905,,0,,0
2026,Virginia,,0,,,,1.618804905,,0,,0
2023,Washington,,-22,,,,1.939151989,,0,,1
2024,Washington,,-22,,,,1.939151989,,0,,1
2025,Washington,,-22,,,,1.939151989,,0,,0
2026,Washington,,-22,,,,1.939151989,,0,,0
2023,West Virginia,31274,-37,,0.443609023,,2.535753133,,59,,0
2024,West Virginia,31274,-37,-37,0.389534884,0.443609023,2.535753133,2.535753133,67,59,0
2025,West Virginia,31274,-37,-37,0.372222222,0.389534884,2.535753133,2.535753133,67,67,0
2023,West Virginia,50328,-37,,0.526315789,,2.535753133,,70,,0
2024,West Virginia,50328,-37,-37,0.593023256,0.526315789,2.535753133,2.535753133,102,70,0
2025,West Virginia,50328,-37,-37,0.611111111,0.593023256,2.535753133,2.535753133,110,102,0
2023,West Virginia,76526,-37,,0.022556391,,2.535753133,,3,,0
2024,West Virginia,76526,-37,-37,0.01744186,0.022556391,2.535753133,2.535753133,3,3,0
2025,West Virginia,76526,-37,-37,0.016666667,0.01744186,2.535753133,2.535753133,3,3,0
2023,West Virginia,94562,-37,,0.007518797,,2.535753133,,1,,1
2026,West Virginia,,-37,,,,2.535753133,,0,,0
2023,Wisconsin,14630,-9,,0.024092053,,0,,67,,0
2024,Wisconsin,14630,-9,-9,0.02936021,0.024092053,0,0,67,67,0
2025,Wisconsin,14630,-9,-9,0.027319588,0.02936021,0,0,53,67,0
2023,Wisconsin,20173,-9,,0.036677454,,0,,102,,0
2024,Wisconsin,20173,-9,-9,0.032427695,0.036677454,0,0,74,102,0
2025,Wisconsin,20173,-9,-9,0.035051546,0.032427695,0,0,68,74,0
2023,Wisconsin,34210,-9,,0.002157497,,0,,6,,0
2024,Wisconsin,34210,-9,-9,0.002629273,0.002157497,0,0,6,6,0
2025,Wisconsin,34210,-9,-9,0.003092784,0.002629273,0,0,6,6,0
2023,Wisconsin,37833,-9,,0.256742179,,0,,714,,0
2024,Wisconsin,37833,-9,-9,0.093777388,0.256742179,0,0,214,714,0
2025,Wisconsin,37833,-9,-9,0.181443299,0.093777388,0,0,352,214,0
2023,Wisconsin,38166,-9,,0.091334052,,0,,254,,0
2024,Wisconsin,38166,-9,-9,0.111305872,0.091334052,0,0,254,254,0
2025,Wisconsin,38166,-9,-9,0.130927835,0.111305872,0,0,254,254,0
2023,Wisconsin,38345,-9,,0.178712693,,0,,497,,0
2024,Wisconsin,38345,-9,-9,0.178352323,0.178712693,0,0,407,497,0
2025,Wisconsin,38345,-9,-9,0.072680412,0.178352323,0,0,141,407,0
2023,Wisconsin,49941,-9,,0.002876663,,0,,8,,0
2024,Wisconsin,49941,-9,-9,0.003505697,0.002876663,0,0,8,8,0
2025,Wisconsin,49941,-9,-9,0.004123711,0.003505697,0,0,8,8,0
2023,Wisconsin,52697,-9,,0.011866235,,0,,33,,0
2024,Wisconsin,52697,-9,-9,0.017528484,0.011866235,0,0,40,33,0
2025,Wisconsin,52697,-9,-9,0.020618557,0.017528484,0,0,40,40,0
2023,Wisconsin,57845,-9,,0.043149946,,0,,120,,0
2024,Wisconsin,57845,-9,-9,0.051709027,0.043149946,0,0,118,120,0
2025,Wisconsin,57845,-9,-9,0.069587629,0.051709027,0,0,135,118,0
2023,Wisconsin,58326,-9,,0.014742898,,0,,41,,0
2024,Wisconsin,58326,-9,-9,0.016213848,0.014742898,0,0,37,41,0
2025,Wisconsin,58326,-9,-9,0.019072165,0.016213848,0,0,37,37,0
2024,Wisconsin,65736,-9,,0.005258545,,0,,12,,0
2025,Wisconsin,65736,-9,-9,0.006185567,0.005258545,0,0,12,12,0
2024,Wisconsin,69380,-9,,0.001752848,,0,,4,,0
2025,Wisconsin,69380,-9,-9,0.002061856,0.001752848,0,0,4,4,0
2023,Wisconsin,69589,-9,,0.002876663,,0,,8,,0
2024,Wisconsin,69589,-9,-9,0.003505697,0.002876663,0,0,8,8,0
2025,Wisconsin,69589,-9,-9,0.004123711,0.003505697,0,0,8,8,0
2023,Wisconsin,79475,-9,,0.115066523,,0,,320,,0
2024,Wisconsin,79475,-9,-9,0.171779141,0.115066523,0,0,392,320,0
2025,Wisconsin,79475,-9,-9,0.18556701,0.171779141,0,0,360,392,0
2023,Wisconsin,79597,-9,,0.003955412,,0,,11,,0
2024,Wisconsin,79597,-9,-9,0.004820333,0.003955412,0,0,11,11,0
2025,Wisconsin,79597,-9,-9,0.005670103,0.004820333,0,0,11,11,0
2024,Wisconsin,80180,-9,,0.027607362,,0,,63,,0
2025,Wisconsin,80180,-9,-9,0.034536082,0.027607362,0,0,67,63,0
2023,Wisconsin,81335,-9,,0.000359583,,0,,1,,1
2023,Wisconsin,81413,-9,,0.033081625,,0,,92,,0
2024,Wisconsin,81413,-9,-9,0.036809816,0.033081625,0,0,84,92,0
2025,Wisconsin,81413,-9,-9,0.062886598,0.036809816,0,0,122,84,0
2023,Wisconsin,86584,-9,,0.02373247,,0,,66,,0
2024,Wisconsin,86584,-9,-9,0.028921998,0.02373247,0,0,66,66,0
2025,Wisconsin,86584,-9,-9,0.029896907,0.028921998,0,0,58,66,0
2023,Wisconsin,87416,-9,,0.086659475,,0,,241,,0
2024,Wisconsin,87416,-9,-9,0.109991236,0.086659475,0,0,251,241,0
2025,Wisconsin,87416,-9,-9,0.04742268,0.109991236,0,0,92,251,0
2023,Wisconsin,90028,-9,,0.003595829,,0,,10,,0
2024,Wisconsin,90028,-9,-9,0.003505697,0.003595829,0,0,8,10,0
2025,Wisconsin,90028,-9,-9,0.004123711,0.003505697,0,0,8,8,0
2023,Wisconsin,91604,-9,,0.000719166,,0,,2,,0
2024,Wisconsin,91604,-9,-9,0.000876424,0.000719166,0,0,2,2,0
2025,Wisconsin,91604,-9,-9,0.001030928,0.000876424,0,0,2,2,0
2023,Wisconsin,94529,-9,,0.067601582,,0,,188,,0
2024,Wisconsin,94529,-9,-9,0.068361087,0.067601582,0,0,156,188,0
2025,Wisconsin,94529,-9,-9,0.05257732,0.068361087,0,0,102,156,0
2026,Wisconsin,,-9,,,,0,,0,,0
2023,Wyoming,11269,-1,,0.58490566,,0,,93,,0
2024,Wyoming,11269,-1,-1,0.566878981,0.58490566,0,0,89,93,0
2025,Wyoming,11269,-1,-1,0.315508021,0.566878981,0,0,59,89,0
2023,Wyoming,34588,-1,,0.025157233,,0,,4,,0
2024,Wyoming,34588,-1,-1,0.025477707,0.025157233,0,0,4,4,0
2025,Wyoming,34588,-1,-1,0.021390374,0.025477707,0,0,4,4,0
2023,Wyoming,38576,-1,,0.264150943,,0,,42,,0
2024,Wyoming,38576,-1,-1,0.280254777,0.264150943,0,0,44,42,0
2025,Wyoming,38576,-1,-1,0.235294118,0.280254777,0,0,44,44,0
2023,Wyoming,47731,-1,,0.050314465,,0,,8,,0
2024,Wyoming,47731,-1,-1,0.050955414,0.050314465,0,0,8,8,0
2025,Wyoming,47731,-1,-1,0.042780749,0.050955414,0,0,8,8,0
2025,Wyoming,49714,-1,,0.320855615,,0,,60,,0
2023,Wyoming,80132,-1,,0.050314465,,0,,8,,0
2024,Wyoming,80132,-1,-1,0.050955414,0.050314465,0,0,8,8,0
2025,Wyoming,80132,-1,-1,0.042780749,0.050955414,0,0,8,8,0
2023,Wyoming,83964,-1,,0.025157233,,0,,4,,0
2024,Wyoming,83964,-1,-1,0.025477707,0.025157233,0,0,4,4,0
2025,Wyoming,83964,-1,-1,0.021390374,0.025477707,0,0,4,4,0
2026,Wyoming,,-1,,,,0,,0,,0
